,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
1319,The Trailer Park Boys Xmas Special,2004,,59/100,1,0,0,0,0,0,tv movie,8.0,['Comedy']
1320,Operation Varsity Blues: The College Admissions Scandal,2021,18+,59/100,1,0,0,0,0,0,movie,7.0,"['Documentary', 'Crime', 'Drama']"
1321,Shaitan,2011,13+,59/100,1,0,0,0,0,0,movie,7.2,"['Action', 'Crime', 'Drama', 'Thriller']"
1322,Phir Hera Pheri,2006,,59/100,1,0,0,0,0,0,movie,7.1,"['Comedy', 'Crime']"
1323,Children of the Sea,2019,,59/100,1,0,0,0,0,0,movie,6.5,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']"
1324,She's Dating the Gangster,2014,7+,59/100,1,0,0,0,0,0,movie,7.2,"['Comedy', 'Drama', 'Romance']"
1325,Scary Movie 5,2013,13+,59/100,1,0,0,0,0,0,episode,,['nan']
1326,A Perfect Ending,2012,,59/100,1,0,0,0,0,0,movie,5.7,"['Drama', 'Romance']"
1327,Raising Victor Vargas,2002,18+,59/100,1,1,0,0,0,0,movie,7.2,"['Drama', 'Romance']"
1328,A Land Imagined,2019,,59/100,1,0,0,0,0,0,movie,6.2,"['Drama', 'Mystery']"
1329,Pet Sematary II,1992,18+,59/100,1,0,0,0,0,0,movie,4.9,"['Fantasy', 'Horror']"
1330,Zapped,2014,all,59/100,1,1,0,0,0,0,tv movie,5.1,"['Comedy', 'Family', 'Fantasy']"
